county_id,area,population
20115,"{""type"": ""Feature"", ""id"": ""20115"", ""properties"": {""name"": ""Marion""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-97.37245495884959, 38.60950089289892], [-96.93097179771797, 38.60950089289892], [-96.93097179771797, 38.522735864148636], [-96.81970368393684, 38.522735864148636], [-96.81970368393684, 38.34834674695746], [-96.83765015390154, 38.34834674695746], [-96.84123944789448, 38.08547448163481], [-97.15350802528025, 38.088051660706604], [-97.15350802528025, 38.17481668945689], [-97.37245495884959, 38.17395762976629], [-97.37245495884959, 38.60950089289892]]]}}",12213.0
39103,"{""type"": ""Feature"", ""id"": ""39103"", ""properties"": {""name"": ""Medina""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-82.17179489874898, 41.063834428934285], [-82.16820560475604, 41.13685450263502], [-82.0748839609396, 41.13685450263502], [-82.07129466694667, 41.199565860048594], [-81.97438372913729, 41.199565860048594], [-81.97079443514434, 41.27516311282112], [-81.8774727913279, 41.27516311282112], [-81.68365091570915, 41.276881232202314], [-81.6872402097021, 40.98823717616175], [-82.12872337083371, 40.99167341492414], [-82.17179489874898, 40.99167341492414], [-82.17179489874898, 41.063834428934285]]]}}",175543.0
47153,"{""type"": ""Feature"", ""id"": ""47153"", ""properties"": {""name"": ""Sequatchie""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-85.60674924999249, 35.53149002149021], [-85.55649913409134, 35.5332081408714], [-85.45958819628196, 35.546953095920955], [-85.42369525635256, 35.56757052849528], [-85.43446313833138, 35.54093967808677], [-85.40215949239492, 35.49197327572275], [-85.31601643656437, 35.41723508264082], [-85.22628408674086, 35.354523725227246], [-85.24423055670556, 35.319302277912776], [-85.38780231642316, 35.14749033979339], [-85.40215949239492, 35.22308759256592], [-85.4452310203102, 35.262604338333375], [-85.55649913409134, 35.308134501935015], [-85.56008842808427, 35.319302277912776], [-85.50624901819018, 35.357959963989636], [-85.48471325423255, 35.40606730666306], [-85.5349633701337, 35.431839097380966], [-85.5349633701337, 35.48681891757917], [-85.60674924999249, 35.53149002149021]]]}}",14710.0
48375,"{""type"": ""Feature"", ""id"": ""48375"", ""properties"": {""name"": ""Potter""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-102.16416243942439, 35.61997316962169], [-101.62217904649046, 35.61997316962169], [-101.62217904649046, 35.18271178710786], [-102.16775173341733, 35.18357084679846], [-102.16416243942439, 35.61997316962169]]]}}",121883.0
48145,"{""type"": ""Feature"", ""id"": ""48145"", ""properties"": {""name"": ""Falls""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-97.27913331503315, 31.28000361272612], [-96.80175721397214, 31.52225844547445], [-96.59716745637456, 31.220728494074933], [-96.83047156591566, 31.10561449553495], [-96.83047156591566, 31.11076885367853], [-97.07095426344263, 30.98620519854198], [-97.27913331503315, 31.28000361272612]]]}}",17265.0
48193,"{""type"": ""Feature"", ""id"": ""48193"", ""properties"": {""name"": ""Hamilton""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-98.46360033270332, 31.68376166730667], [-98.15492104931049, 31.8418286503765], [-98.20876045920458, 31.917425903149024], [-98.00417070160701, 32.01793588694886], [-97.76727729807297, 31.67259389132891], [-98.18004610726106, 31.46384238651386], [-98.26977845708457, 31.416594103531033], [-98.46360033270332, 31.68376166730667]]]}}",8232.0
19185,"{""type"": ""Feature"", ""id"": ""19185"", ""properties"": {""name"": ""Wayne""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-93.55703544435444, 40.89803590864908], [-93.09760581325813, 40.89803590864908], [-93.09760581325813, 40.58362006189061], [-93.37398145071451, 40.58018382312822], [-93.55703544435444, 40.58018382312822], [-93.55703544435444, 40.89803590864908]]]}}",6403.0
48399,"{""type"": ""Feature"", ""id"": ""48399"", ""properties"": {""name"": ""Runnels""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-100.23671156521564, 32.082365363743634], [-100.1505685093851, 32.082365363743634], [-99.71267464224641, 32.082365363743634], [-99.72344252422523, 31.576379205982057], [-100.11108627546275, 31.580674504435038], [-100.23312227122271, 31.582392623816233], [-100.23671156521564, 31.693211323903235], [-100.23671156521564, 32.082365363743634]]]}}",10411.0
27133,"{""type"": ""Feature"", ""id"": ""27133"", ""properties"": {""name"": ""Rock""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-96.45359569665696, 43.84976500554005], [-96.06595194541946, 43.84890594584945], [-96.05159476944769, 43.84890594584945], [-96.05159476944769, 43.50012771146711], [-96.45359569665696, 43.50012771146711], [-96.45359569665696, 43.84976500554005]]]}}",9554.0
19127,"{""type"": ""Feature"", ""id"": ""19127"", ""properties"": {""name"": ""Marshall""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-93.23040969099691, 42.20896099649996], [-93.00069487544874, 42.20896099649996], [-92.76739076590765, 42.20982005619055], [-92.76739076590765, 41.8627599411894], [-93.23040969099691, 41.8627599411894], [-93.23040969099691, 42.20896099649996]]]}}",40735.0
26129,"{""type"": ""Feature"", ""id"": ""26129"", ""properties"": {""name"": ""Ogemaw""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-84.37203211642117, 44.50694566884668], [-83.88747742737426, 44.50866378822788], [-83.88388813338133, 44.16160367322672], [-84.16744235882358, 44.16160367322672], [-84.36844282242822, 44.16074461353613], [-84.37203211642117, 44.50694566884668]]]}}",21103.0
21209,"{""type"": ""Feature"", ""id"": ""21209"", ""properties"": {""name"": ""Scott""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-84.74172939769397, 38.35264204541045], [-84.62328269592696, 38.430816477254766], [-84.58021116801167, 38.472910402094016], [-84.55867540405404, 38.492668774977744], [-84.52637175811758, 38.43339365632656], [-84.45817517225171, 38.373259477984774], [-84.43305011430114, 38.29938034459344], [-84.44381799627996, 38.2830582104721], [-84.40074646836469, 38.207460957699574], [-84.61969340193401, 38.12928652585525], [-84.62687198991989, 38.1164006304963], [-84.65199704787048, 38.144749600286], [-84.64840775387754, 38.176534808838085], [-84.70583645776458, 38.173098570075695], [-84.72378292772927, 38.195434122031216], [-84.74172939769397, 38.35264204541045]]]}}",51348.0
37157,"{""type"": ""Feature"", ""id"": ""37157"", ""properties"": {""name"": ""Rockingham""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-80.02898638496384, 36.54260327732277], [-79.71312851358513, 36.54174421763217], [-79.5121280499805, 36.540885157941574], [-79.5300745199452, 36.24966392282922], [-79.53366381393813, 36.24107332592325], [-80.03616497294972, 36.25739546004459], [-80.02898638496384, 36.54260327732277]]]}}",91898.0
48189,"{""type"": ""Feature"", ""id"": ""48189"", ""properties"": {""name"": ""Hale""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-102.08878726557265, 34.3133433802238], [-101.99905491574916, 34.3133433802238], [-101.56475034260342, 34.3124843205332], [-101.56475034260342, 33.830551834108334], [-102.08519797157972, 33.82453841627416], [-102.08878726557265, 34.3133433802238]]]}}",35007.0
51820,"{""type"": ""Feature"", ""id"": ""51820"", ""properties"": {""name"": ""Waynesboro""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-78.94860889308893, 38.069152347513466], [-78.90553736517364, 38.100078496374955], [-78.86605513125131, 38.095783197921975], [-78.87323371923719, 38.04080337772377], [-78.92348383513836, 38.0313537211272], [-78.94860889308893, 38.069152347513466]]]}}",21366.0
48407,"{""type"": ""Feature"", ""id"": ""48407"", ""properties"": {""name"": ""San Jacinto""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-95.35886102881028, 30.504272712117114], [-95.32655738287383, 30.859923424024238], [-95.31220020690206, 30.8977220504105], [-95.25118220902209, 30.90631264731647], [-95.2440036210362, 30.86679590154901], [-95.20093209312093, 30.82470197670976], [-95.13273550725506, 30.781748992179914], [-95.14709268322683, 30.71388327662276], [-95.11119974329743, 30.692406784357836], [-95.10402115531154, 30.658044396733963], [-95.05377103941039, 30.680379948689485], [-95.00711021750217, 30.606500815298148], [-95.0286459814598, 30.57901090519905], [-94.96403868958689, 30.576433726127256], [-94.83482410584105, 30.530903562525623], [-94.86712775177752, 30.511145189641894], [-94.84918128181282, 30.49396399582995], [-94.84200269382693, 30.487091518305178], [-95.16503915319153, 30.345346669356687], [-95.2260571510715, 30.319574878638782], [-95.20452138711387, 30.34792384842848], [-95.23682503305032, 30.37884999728997], [-95.31578950089501, 30.412353325223243], [-95.35886102881028, 30.504272712117114]]]}}",27172.0
55135,"{""type"": ""Feature"", ""id"": ""55135"", ""properties"": {""name"": ""Waupaca""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-89.22475759487594, 44.68133478603785], [-88.60380973409734, 44.67875760696606], [-88.60739902809027, 44.59027445883458], [-88.73661361183612, 44.59027445883458], [-88.74020290582905, 44.24321434383343], [-88.8873639595396, 44.24235528414283], [-89.22475759487594, 44.24321434383343], [-89.22475759487594, 44.68133478603785]]]}}",51974.0
20193,"{""type"": ""Feature"", ""id"": ""20193"", ""properties"": {""name"": ""Thomas""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-101.38887493694936, 39.56821150760507], [-100.73921272422724, 39.56821150760507], [-100.72126625426253, 39.56821150760507], [-100.72126625426253, 39.13352730416303], [-100.81099860408604, 39.13352730416303], [-101.39246423094231, 39.13524542354423], [-101.38887493694936, 39.56821150760507]]]}}",7909.0
31143,"{""type"": ""Feature"", ""id"": ""31143"", ""properties"": {""name"": ""Polk""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-97.82829529595296, 41.17379406933069], [-97.76727729807297, 41.234787307363064], [-97.65959847828478, 41.30523020199201], [-97.5985804804048, 41.31725703766037], [-97.5985804804048, 41.33272011209112], [-97.52320530655307, 41.36192814157141], [-97.45141942669426, 41.368800619096184], [-97.36886566485664, 41.396290529195284], [-97.36886566485664, 41.04665323512234], [-97.82470600196001, 41.04665323512234], [-97.82829529595296, 41.17379406933069]]]}}",5242.0
48131,"{""type"": ""Feature"", ""id"": ""48131"", ""properties"": {""name"": ""Duval""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-98.80458326203262, 28.057670713297128], [-98.33438574895749, 28.057670713297128], [-98.23388551715517, 28.057670713297128], [-98.23388551715517, 27.262181439804394], [-98.5246183305833, 27.264758618876186], [-98.52102903659036, 27.342933050720504], [-98.58922562245623, 27.358396125151245], [-98.79740467404673, 27.354100826698264], [-98.80458326203262, 28.057670713297128]]]}}",11510.0
48341,"{""type"": ""Feature"", ""id"": ""48341"", ""properties"": {""name"": ""Moore""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-102.16416243942439, 36.055516432754324], [-101.62217904649046, 36.055516432754324], [-101.62217904649046, 35.624268468074675], [-101.62217904649046, 35.61997316962169], [-102.16416243942439, 35.61997316962169], [-102.16416243942439, 35.627704706837065], [-102.16416243942439, 36.055516432754324]]]}}",22186.0
48317,"{""type"": ""Feature"", ""id"": ""48317"", ""properties"": {""name"": ""Martin""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-102.2108232613326, 32.52306298501984], [-102.20364467334673, 32.52306298501984], [-101.69037563235632, 32.525640164091634], [-101.69396492634925, 32.08751972188721], [-101.77651868818688, 32.086660662196614], [-102.2108232613326, 32.086660662196614], [-102.2108232613326, 32.52306298501984]]]}}",5451.0
48293,"{""type"": ""Feature"", ""id"": ""48293"", ""properties"": {""name"": ""Limestone""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-96.93097179771797, 31.708674398333976], [-96.71920345213452, 31.815197799967997], [-96.49666722457223, 31.79629848677486], [-96.23823805708057, 31.413157864768642], [-96.32438111291113, 31.373641119001185], [-96.32079181891818, 31.357318984879846], [-96.59716745637456, 31.220728494074933], [-96.80175721397214, 31.52225844547445], [-96.93097179771797, 31.708674398333976]]]}}",23469.0
48507,"{""type"": ""Feature"", ""id"": ""48507"", ""properties"": {""name"": ""Zavala""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-100.11108627546275, 29.085965162941626], [-99.4147632408324, 29.091119521085204], [-99.40758465284652, 28.640972243212424], [-100.11467556945568, 28.647844720737204], [-100.11108627546275, 29.085965162941626]]]}}",12107.0
